ID	Gene.symbol	Gene.title	log2(fold change)(Stg1-Tumor vs Stg1-Normal)	-log10(Pvalue)(Stg1-Tumor vs Stg1-Normal)
206710_s_at	EPB41L3	erythrocyte membrane protein band 4.1 like 3	-0.936	2.304
206716_at	UMOD	uromodulin	-4.917	6.465
206721_at	CCDC181	coiled-coil domain containing 181	-3.169	5.067
206729_at	TNFRSF8	TNF receptor superfamily member 8	-0.877	2.008
206754_s_at	CYP2B7P///CYP2B6	cytochrome P450 family 2 subfamily B member 7, pseudogene///cytochrome P450 family 2 subfamily B member 6	-4.438	5.044
206755_at	CYP2B6	cytochrome P450 family 2 subfamily B member 6	-3.783	3.937
206756_at	CHST7	carbohydrate sulfotransferase 7	2.117	2.153
206765_at	KCNJ2	potassium voltage-gated channel subfamily J member 2	2.463	4.581
206775_at	CUBN	cubilin	-2.336	4.803
206783_at	FGF4	fibroblast growth factor 4	-0.643	2.069
206790_s_at	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	-0.818	2.603
206792_x_at	LOC729966///PDE4C	uncharacterized LOC729966///phosphodiesterase 4C	-0.598	2.77
206794_at	ERBB4	erb-b2 receptor tyrosine kinase 4	-1.309	3.537
206797_at	NAT2	N-acetyltransferase 2	-1.598	2.645
206809_s_at	HNRNPA3///HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1	0.842	2.082
206813_at	CTF1	cardiotrophin 1	-0.782	2.347
206818_s_at	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2	-0.585	2.06
206826_at	PMP2	peripheral myelin protein 2	-1.602	2.726
206840_at	AFM	afamin	-2.87	7.326
206842_at	KCND1	potassium voltage-gated channel subfamily D member 1	1.221	1.987
206846_s_at	HDAC6	histone deacetylase 6	-0.949	5.28
206852_at	EPHA7	EPH receptor A7	2.061	2.733
206854_s_at	MAP3K7	mitogen-activated protein kinase kinase kinase 7	0.675	2.736
206861_s_at	CGGBP1	CGG triplet repeat binding protein 1	-0.461	2.038
206868_at	STARD8	StAR related lipid transfer domain containing 8	-0.504	2.123
206872_at	SLC17A1	solute carrier family 17 member 1	-1.511	3.107
206876_at	SIM1	single-minded family bHLH transcription factor 1	-2.692	5.646
206878_at	DAO	D-amino acid oxidase	-2.572	6.812
206882_at	SLC1A6	solute carrier family 1 member 6	-1.285	2.289
206914_at	CRTAM	cytotoxic and regulatory T-cell molecule	3.101	4.265
206925_at	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	1.547	2.262
206929_s_at	NFIC	nuclear factor I C	-0.625	2.128
206930_at	GLYAT	glycine-N-acyltransferase	-1.864	6.293
206931_at	ZNF141	zinc finger protein 141	1.601	2.337
206936_x_at			-1.043	4.518
206952_at	G6PC	glucose-6-phosphatase catalytic subunit	-4.89	5.098
206953_s_at	ADGRL2	adhesion G protein-coupled receptor L2	0.822	2.772
206954_at	WT1-AS	WT1 antisense RNA	-1.322	2.052
206955_at	LOC101930168///LOC100509620///AQP7	putative aquaporin-7-like protein 3///putative aquaporin-7-like protein 3///aquaporin 7	-3.33	6.198
206963_s_at	NAT8B///NAT8	N-acetyltransferase 8B (putative, gene/pseudogene)///N-acetyltransferase 8 (putative)	-1.543	2.852
206964_at	NAT8B	N-acetyltransferase 8B (putative, gene/pseudogene)	-1.735	2.207
206976_s_at	HSPH1	heat shock protein family H (Hsp110) member 1	-0.653	2.302
206978_at	CCR2	C-C motif chemokine receptor 2	1.289	3.683
206980_s_at	FLT3LG	fms related tyrosine kinase 3 ligand	1.674	2.036
206989_s_at	SCAF11	SR-related CTD associated factor 11	0.856	4.197
206991_s_at	CCR5	C-C motif chemokine receptor 5 (gene/pseudogene)	1.959	3.594
207007_at	NR1I3	nuclear receptor subfamily 1 group I member 3	-1.745	2.383
207014_at	GABRA2	gamma-aminobutyric acid type A receptor alpha2 subunit	-3.38	6.599
207016_s_at	LOC101928635///ALDH1A2	uncharacterized LOC101928635///aldehyde dehydrogenase 1 family member A2	-1.605	3.125
207023_x_at	KRT10	keratin 10	-0.643	3.103
207047_s_at	CLCNKB///CLCNKA	chloride voltage-gated channel Kb///chloride voltage-gated channel Ka	-4.356	8.834
207051_at	SLC17A4	solute carrier family 17 member 4	3.305	4.765
207057_at	SLC16A7	solute carrier family 16 member 7	-2.919	5.233
207071_s_at	ACO1	aconitase 1	-1.504	5.881
207076_s_at	ASS1	argininosuccinate synthase 1	-3.691	8.638
207079_s_at	MED6	mediator complex subunit 6	0.918	2.731
207085_x_at	CSF2RA	colony stimulating factor 2 receptor alpha subunit	1.834	2.967
207091_at	P2RX7	purinergic receptor P2X 7	2.86	4.6
207094_at	CXCR1	C-X-C motif chemokine receptor 1	-1.41	2.97
207099_s_at	CHM	CHM, Rab escort protein 1	1.602	2.15
207104_x_at	LILRB1	leukocyte immunoglobulin like receptor B1	2.282	3.462
207105_s_at	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2	-0.749	2.059
207108_s_at	NIPBL	NIPBL, cohesin loading factor	0.785	2.185
207114_at	LY6G6C	lymphocyte antigen 6 complex, locus G6C	-1.213	3.466
207122_x_at	SULT1A2	sulfotransferase family 1A member 2	-0.714	2.813
207123_s_at	MATN4	matrilin 4	-1.1	2.021
207125_at	ZNF225	zinc finger protein 225	2.084	2.066
207126_x_at	UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10	UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A4///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A6///UDP glucuronosyltransferase family 1 member A8///UDP glucuronosyltransferase family 1 member A10	-1.403	2.951
207127_s_at	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3	0.661	2.902
207132_x_at	PFDN5	prefoldin subunit 5	0.429	2.202
207138_at	PHF2	PHD finger protein 2	-2.775	4.563
207148_x_at	MYOZ2	myozenin 2	-2.525	3.85
207154_at	DIO3	deiodinase, iodothyronine, type III	-1.617	3.08
207172_s_at	CDH11	cadherin 11	2.72	4.005
207173_x_at	CDH11	cadherin 11	1.411	4.137
207174_at	GPC5	glypican 5	-3.971	4.476
207175_at	ADIPOQ	adiponectin, C1Q and collagen domain containing	-1.079	2.127
207185_at	SLC10A1	solute carrier family 10 member 1	-1.392	2.382
207196_s_at	TNIP1	TNFAIP3 interacting protein 1	1.09	5.648
207213_s_at	USP2	ubiquitin specific peptidase 2	-2.884	4.85
207219_at	ZFP69B	ZFP69 zinc finger protein B	1.878	2.398
207224_s_at	SIGLEC7	sialic acid binding Ig like lectin 7	1.431	2.11
207238_s_at	PTPRC	protein tyrosine phosphatase, receptor type C	3.573	3.952
207244_x_at	CYP2A6	cytochrome P450 family 2 subfamily A member 6	-1.924	2.2
207254_at	SLC15A1	solute carrier family 15 member 1	-2.52	2.782
207299_s_at	GRM1	glutamate metabotropic receptor 1	-2.426	3.142
207309_at	NOS1	nitric oxide synthase 1	-0.733	2.804
207320_x_at	STAU1	staufen double-stranded RNA binding protein 1	-0.905	5.819
207326_at	BTC	betacellulin	-1.502	2.025
207327_at	EYA4	EYA transcriptional coactivator and phosphatase 4	-2.245	3.789
207335_x_at	ATP5I	ATP synthase, H+ transporting, mitochondrial Fo complex subunit E	-1.102	4.102
207338_s_at	ZNF200	zinc finger protein 200	0.959	3.012
207366_at	KCNS1	potassium voltage-gated channel modifier subfamily S member 1	-0.968	2.187
207367_at	ATP12A	ATPase H+/K+ transporting non-gastric alpha2 subunit	-1.007	2.087
207373_at	HOXD10	homeobox D10	-2.744	3.79
207375_s_at	IL15RA	interleukin 15 receptor subunit alpha	2.53	6.245
207386_at	CYP7B1	cytochrome P450 family 7 subfamily B member 1	-0.93	2.39
207387_s_at	GK	glycerol kinase	-1.308	2.37
207389_at	GP1BA	glycoprotein Ib platelet alpha subunit	-0.791	3.208
207401_at	PROX1	prospero homeobox 1	-1.933	2.839
207407_x_at	CYP4A11	cytochrome P450 family 4 subfamily A member 11	-3.165	4.71
207414_s_at	LOC100507472///PCSK6	uncharacterized LOC100507472///proprotein convertase subtilisin/kexin type 6	3.318	2.853
207419_s_at	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)	3.587	3.868
207425_s_at	SEPT9	septin 9	2.907	4.975
207428_x_at	CDK11A///CDK11B	cyclin dependent kinase 11A///cyclin dependent kinase 11B	2.021	3.161
207434_s_at	FXYD6-FXYD2///FXYD2	FXYD6-FXYD2 readthrough///FXYD domain containing ion transport regulator 2	-1.192	3.106
207460_at	GZMM	granzyme M	2.253	3.144
207463_x_at	PRSS3	protease, serine 3	-1.896	2.896
207492_at	NGLY1	N-glycanase 1	1.491	2.616
207507_s_at	ATP5G3	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)	-0.831	2.995
207508_at	ATP5G3	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)	-1.121	5.358
207543_s_at	P4HA1	prolyl 4-hydroxylase subunit alpha 1	1.433	5.662
207544_s_at	ADH6	alcohol dehydrogenase 6 (class V)	-2.506	3.779
207565_s_at	MR1	major histocompatibility complex, class I-related	1.591	2.365
207567_at	SLC13A2	solute carrier family 13 member 2	-2.82	4.259
207571_x_at	THEMIS2	thymocyte selection associated family member 2	1.664	4.96
207573_x_at	ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G	-0.744	4.193
207610_s_at	ADGRE2	adhesion G protein-coupled receptor E2	2.064	4.483
207613_s_at	CAMK2A	calcium/calmodulin dependent protein kinase II alpha	-1.798	2.509
207614_s_at	CUL1	cullin 1	0.647	3.064
207616_s_at	TANK	TRAF family member associated NFKB activator	0.565	2.628
207617_at	DDX3X	DEAD-box helicase 3, X-linked	1.741	2.265
207618_s_at	BCS1L	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone	-0.595	2.57
207622_s_at	ABCF2	ATP binding cassette subfamily F member 2	0.938	2.406
207636_at	SERPINI2	serpin family I member 2	-0.774	2.062
207641_at	TNFRSF13B	TNF receptor superfamily member 13B	-0.821	2.521
207643_s_at	TNFRSF1A	TNF receptor superfamily member 1A	0.857	2.549
207650_x_at	PTGER1	prostaglandin E receptor 1	-5.063	7.569
207653_at	FOXD2	forkhead box D2	-1.141	2.285
207655_s_at	BLNK	B-cell linker	-0.971	3.022
207668_x_at	PDIA6	protein disulfide isomerase family A member 6	0.998	2.74
207673_at	NPHS1	NPHS1, nephrin	-4.341	5.967
207691_x_at	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	2.861	4.858
207693_at	CACNB4	calcium voltage-gated channel auxiliary subunit beta 4	-1.462	2.17
207697_x_at	LILRB2	leukocyte immunoglobulin like receptor B2	2.305	4.862
207698_at	LINC01558	long intergenic non-protein coding RNA 1558	-1.664	2.69
207705_s_at	NINL	ninein like	-1.724	7.069
207707_s_at	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component	-0.853	2.764
207714_s_at	SERPINH1	serpin family H member 1	4.832	7.973
207719_x_at	CEP170P1///CEP170	centrosomal protein 170 pseudogene 1///centrosomal protein 170	1.161	5.762
207727_s_at	MUTYH	mutY DNA glycosylase	-0.701	3.644
207740_s_at	NUP62	nucleoporin 62	1.978	6.821
207744_at			-2.871	3.624
207747_s_at	DOK4	docking protein 4	1.497	3.021
207754_at	RASSF8	Ras association domain family member 8	-1.594	2.962
207760_s_at	NCOR2	nuclear receptor corepressor 2	0.85	4.007
207761_s_at	METTL7A	methyltransferase like 7A	-1.006	5.702
207768_at	EGR4	early growth response 4	-1.91	2.168
207771_at	SLC5A2	solute carrier family 5 member 2	-4.55	7.09
207777_s_at	SP140	SP140 nuclear body protein	1.719	2.563
207785_s_at	RBPJ	recombination signal binding protein for immunoglobulin kappa J region	0.81	4.366
207788_s_at	SORBS3	sorbin and SH3 domain containing 3	1.542	2.205
207789_s_at	DPP6	dipeptidyl peptidase like 6	-1.906	2.788
207791_s_at	RAB1A	RAB1A, member RAS oncogene family	0.617	1.99
207800_at	AKAP5	A-kinase anchoring protein 5	-1.675	2.102
207808_s_at	PROS1	protein S (alpha)	1.277	3.125
207810_at	F13B	coagulation factor XIII B chain	-1.735	2.013
207813_s_at	FDXR	ferredoxin reductase	1.239	2.095
207819_s_at	ABCB4	ATP binding cassette subfamily B member 4	2.488	2.816
207821_s_at	PTK2	protein tyrosine kinase 2	0.887	3.326
207824_s_at	MAZ	MYC associated zinc finger protein	2.501	2.2
207830_s_at	PPP1R8	protein phosphatase 1 regulatory subunit 8	1.088	3.677
207857_at	LILRA2	leukocyte immunoglobulin like receptor A2	1.442	2.577
207897_at	CRHR2	corticotropin releasing hormone receptor 2	-0.745	2.555
207914_x_at	EVX1	even-skipped homeobox 1	-1.059	2.362
207929_at	GRPR	gastrin releasing peptide receptor	-0.991	3.592
207931_s_at	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	-1.717	2.07
207937_x_at	FGFR1	fibroblast growth factor receptor 1	-0.533	2.349
207943_x_at	PLAGL1	PLAG1 like zinc finger 1	0.984	2.042
207950_s_at	ANK3	ankyrin 3, node of Ranvier (ankyrin G)	-0.785	2.147
207957_s_at	PRKCB	protein kinase C beta	1.85	1.986
207966_s_at	GLG1	golgi glycoprotein 1	-0.723	4.428
207968_s_at	MEF2C	myocyte enhancer factor 2C	1.662	2.634
207977_s_at	DPT	dermatopontin	-1.895	2.185
207981_s_at	ESRRG	estrogen related receptor gamma	-2.227	7.705
207996_s_at	LDLRAD4	low density lipoprotein receptor class A domain containing 4	1.326	4.083
208003_s_at	NFAT5	nuclear factor of activated T-cells 5	-0.932	2.201
208006_at	FOXI1	forkhead box I1	-3.736	6.741
208014_x_at			-1.308	3.06
208018_s_at	HCK	HCK proto-oncogene, Src family tyrosine kinase	1.873	3.151
208022_s_at	CDC14B	cell division cycle 14B	-1.021	3.279
208034_s_at	PROZ	protein Z, vitamin K dependent plasma glycoprotein	-1.9	4.913
208048_at	TACR1	tachykinin receptor 1	-1.42	3.679
208055_s_at	HERC4	HECT and RLD domain containing E3 ubiquitin protein ligase 4	1.579	2.351
208070_s_at	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit	1.082	3.156
208091_s_at	VOPP1	vesicular, overexpressed in cancer, prosurvival protein 1	0.59	2.011
208097_s_at	TMX1	thioredoxin related transmembrane protein 1	1.376	5.919
208121_s_at	PTPRO	protein tyrosine phosphatase, receptor type O	-2.279	5.431
208130_s_at	TBXAS1	thromboxane A synthase 1	3.036	5.856
208135_at	HNF1B	HNF1 homeobox B	-0.882	2.727
208141_s_at	DOHH	deoxyhypusine hydroxylase/monooxygenase	-0.492	2.135
208142_at	EDDM3A	epididymal protein 3A	-1.964	3.01
208161_s_at	ABCC3	ATP binding cassette subfamily C member 3	2.034	4.71
208169_s_at	PTGER3	prostaglandin E receptor 3	-1.454	2.732
208177_at	SLC34A1	solute carrier family 34 member 1	-3.976	8.628
208191_x_at	PSG4	pregnancy specific beta-1-glycoprotein 4	-0.886	3.529
208217_at	GABRR2	gamma-aminobutyric acid type A receptor rho2 subunit	-0.827	2.429
208224_at	HOXB1	homeobox B1	-1.121	3.197
208238_x_at			-0.449	2.409
208240_s_at	FGF1	fibroblast growth factor 1	-2.162	5.361
208247_at	ERC2-IT1	ERC2 intronic transcript 1	-1.474	3.425
208253_at	SIGLEC8	sialic acid binding Ig like lectin 8	2.111	2.57
208256_at	EFNA2	ephrin A2	-1.439	2.017
208267_at	TRPV5	transient receptor potential cation channel subfamily V member 5	-1.209	2.994
208286_x_at	POU5F1P4///POU5F1P3///POU5F1B///POU5F1	POU class 5 homeobox 1 pseudogene 4///POU class 5 homeobox 1 pseudogene 3///POU class 5 homeobox 1B///POU class 5 homeobox 1	1.251	2.138
208290_s_at	EIF5	eukaryotic translation initiation factor 5	0.741	2.749
208296_x_at	TNFAIP8	TNF alpha induced protein 8	1.203	3.998
208306_x_at	HLA-DRB1	major histocompatibility complex, class II, DR beta 1	1.347	3.425
208308_s_at	GPI	glucose-6-phosphate isomerase	0.66	2.434
208309_s_at	MALT1	MALT1 paracaspase	1.658	2.78
208310_s_at	CCZ1B///CCZ1	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated///CCZ1 homolog, vacuolar protein trafficking and biogenesis associated	0.852	3.916
208322_s_at	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	-2.186	3.169
208336_s_at	TECR	trans-2,3-enoyl-CoA reductase	-0.579	3.769
208354_s_at	SLC12A3	solute carrier family 12 member 3	-4.765	5.757
208360_s_at	ERVH-4	endogenous retrovirus group H member 4	-1.086	2.643
208369_s_at	GCDH	glutaryl-CoA dehydrogenase	-1.662	6.514
208374_s_at	CAPZA1	capping actin protein of muscle Z-line alpha subunit 1	0.731	4.235
208380_at	LBX1	ladybird homeobox 1	-1.074	2.334
208383_s_at	PCK1	phosphoenolpyruvate carboxykinase 1	-3.252	3.053
208390_s_at	GLP1R	glucagon like peptide 1 receptor	-1.062	4.204
208391_s_at	GLP1R	glucagon like peptide 1 receptor	-1.247	2.393
208392_x_at	SP110	SP110 nuclear body protein	1.425	2.836
208394_x_at	ESM1	endothelial cell specific molecule 1	2.476	5.912
208396_s_at	PDE1A	phosphodiesterase 1A	-2.423	7.281
208403_x_at	MAX	MYC associated factor X	1.329	2.248
208407_s_at	TMX2-CTNND1///CTNND1	TMX2-CTNND1 readthrough (NMD candidate)///catenin delta 1	0.7	3.689
208423_s_at	MSR1	macrophage scavenger receptor 1	1.387	2.165
208429_x_at	HNF4A	hepatocyte nuclear factor 4 alpha	-0.786	2.388
208434_at	MECOM	MDS1 and EVI1 complex locus	-2.239	2.82
208436_s_at	IRF7	interferon regulatory factor 7	0.683	2.141
208438_s_at	FGR	FGR proto-oncogene, Src family tyrosine kinase	1.942	3.627
208439_s_at	FCN2	ficolin 2	-0.923	3.155
208442_s_at	ATM	ATM serine/threonine kinase	2.554	3.68
208453_s_at	XPNPEP1	X-prolyl aminopeptidase 1	0.845	2.946
208460_at	GJC1	gap junction protein gamma 1	1.497	2.295
208461_at	HIC1	hypermethylated in cancer 1	1.703	2.41
208473_s_at	GP2	glycoprotein 2	-1.529	3.09
208510_s_at	PPARG	peroxisome proliferator activated receptor gamma	1.105	2.666
208525_s_at	OR2F2///OR2F1	olfactory receptor family 2 subfamily F member 2///olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)	-2.034	3.055
208526_at	OR2F1	olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)	-2.111	3.655
208527_x_at	HIST1H2BE	histone cluster 1, H2be	1.719	2.016
208541_x_at	TFAM	transcription factor A, mitochondrial	-0.786	3.21
208557_at	HOXA6	homeobox A6	-1.433	4.127
208560_at	KCNA10	potassium voltage-gated channel subfamily A member 10	-1.729	2.578
208567_s_at	LOC100996843///KCNJ18///KCNJ12	ATP-sensitive inward rectifier potassium channel 12-like///potassium voltage-gated channel subfamily J member 18///potassium voltage-gated channel subfamily J member 12	-2.332	2.467
208571_at	ANP32D	acidic nuclear phosphoprotein 32 family member D	-1.674	2.025
208578_at	SCN10A	sodium voltage-gated channel alpha subunit 10	-1.352	3.753
208581_x_at	MT1X	metallothionein 1X	-2.562	4.761
208586_s_at	SSX4B///SSX4	SSX family member 4B///SSX family member 4	-2.333	2.196
208594_x_at	LILRA6	leukocyte immunoglobulin like receptor A6	1.548	3.284
208595_s_at	MBD1	methyl-CpG binding domain protein 1	1.721	2.276
208600_s_at	GPR39	G protein-coupled receptor 39	1.811	2.718
208610_s_at	SRRM2	serine/arginine repetitive matrix 2	-0.74	2.788
208619_at	DDB1	damage specific DNA binding protein 1	-0.593	2.237
208620_at	PCBP1	poly(rC) binding protein 1	0.954	5.362
208622_s_at	EZR	ezrin	1.09	3.299
208623_s_at	EZR	ezrin	0.568	2.219
208624_s_at	EIF4G1	eukaryotic translation initiation factor 4 gamma 1	-0.712	3.69
208626_s_at	VAT1	vesicle amine transport 1	0.599	2.458
208632_at	RNF10	ring finger protein 10	-0.675	2.858
208636_at	ACTN1	actinin alpha 1	1.305	4.672
208637_x_at	ACTN1	actinin alpha 1	0.731	2.315
208639_x_at	PDIA6	protein disulfide isomerase family A member 6	0.7	2.439
208642_s_at	XRCC5	X-ray repair cross complementing 5	0.506	1.98
208643_s_at	XRCC5	X-ray repair cross complementing 5	0.695	2.586
208645_s_at	RPS14	ribosomal protein S14	0.312	2.15
208646_at			0.847	3.328
208647_at	FDFT1	farnesyl-diphosphate farnesyltransferase 1	-0.953	2.626
208650_s_at	CD24	CD24 molecule	1.666	3.081
208651_x_at	CD24	CD24 molecule	0.888	2.602
208657_s_at	SEPT9	septin 9	1.394	5.686
208659_at	CLIC1	chloride intracellular channel 1	1.062	5.773
208671_at	SERINC1	serine incorporator 1	0.743	2.839
208675_s_at	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit	0.889	3.609
208678_at	ATP6V1E1	ATPase H+ transporting V1 subunit E1	-0.676	3.54
208687_x_at	SNORD14D///SNORD14C///HSPA8	small nucleolar RNA, C/D box 14D///small nucleolar RNA, C/D box 14C///heat shock protein family A (Hsp70) member 8	-0.598	2.234
208690_s_at	PDLIM1	PDZ and LIM domain 1	1.92	8.541
208692_at	RPS3	ribosomal protein S3	0.795	3.933
208698_s_at	NONO	non-POU domain containing, octamer-binding	0.852	2.135
208707_at	EIF5	eukaryotic translation initiation factor 5	-1.07	6.29
208710_s_at	AP3D1	adaptor related protein complex 3 delta 1 subunit	-1.881	4.227
208711_s_at	CCND1	cyclin D1	2.242	7.525
208712_at	CCND1	cyclin D1	2.575	7.917
208714_at	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	-0.612	3.485
208720_s_at	RBM39	RNA binding motif protein 39	0.606	3.12
208729_x_at	HLA-B	major histocompatibility complex, class I, B	1.816	5.333
208736_at	ARPC3	actin related protein 2/3 complex subunit 3	0.7	3.452
208739_x_at	LOC101929087///SUMO2///SUMO3	small ubiquitin-related modifier 2 pseudogene///small ubiquitin-like modifier 2///small ubiquitin-like modifier 3	1.388	5.763
208744_x_at	HSPH1	heat shock protein family H (Hsp110) member 1	-1.024	2.551
208745_at	ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G	-1.137	4.934
208746_x_at	ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G	-0.736	3.794
208752_x_at	NAP1L1	nucleosome assembly protein 1 like 1	0.897	5.504
208753_s_at	NAP1L1	nucleosome assembly protein 1 like 1	0.938	3.708
208754_s_at	NAP1L1	nucleosome assembly protein 1 like 1	0.995	3.533
208759_at	NCSTN	nicastrin	0.491	2.42
208766_s_at	HNRNPR	heterogeneous nuclear ribonucleoprotein R	0.542	3.342
208771_s_at	LOC101928830///LTA4H	uncharacterized LOC101928830///leukotriene A4 hydrolase	0.587	2.523
208773_s_at	ANKHD1-EIF4EBP3///ANKHD1	ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1	0.489	2.119
