ID	Gene.symbol	Gene.title	log2(fold change)(AR vs TX)	-log10(Pvalue)(AR vs TX)
33706_at	SART1	squamous cell carcinoma antigen recognized by T-cells 1	-0.514	3.179
33710_at	LPCAT3	lysophosphatidylcholine acyltransferase 3	-0.656	3.999
33720_at	PNO1	partner of NOB1 homolog	-0.424	1.826
33721_at	ABCC2	ATP binding cassette subfamily C member 2	-1.855	10.719
33725_at	MAP1A	microtubule associated protein 1A	0.405	3.11
33727_r_at	RTEL1-TNFRSF6B///TNFRSF6B	RTEL1-TNFRSF6B readthrough (NMD candidate)///TNF receptor superfamily member 6b	0.436	2.746
33729_at	SLC25A14	solute carrier family 25 member 14	0.373	3.104
33731_at	SLC7A7	solute carrier family 7 member 7	-1.131	7.745
33735_at	SEZ6L	seizure related 6 homolog like	0.325	2.04
33738_r_at	ST20-MTHFS///ST20///MTHFS	ST20-MTHFS readthrough///suppressor of tumorigenicity 20///5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)	0.565	4.549
33741_at	ATP6V1H	ATPase H+ transporting V1 subunit H	-0.351	2.346
33746_at	ECD	ecdysoneless cell cycle regulator	-0.393	2.097
33748_at	ARHGAP45	Rho GTPase activating protein 45	0.726	3.988
33749_at	TP53TG1	TP53 target 1 (non-protein coding)	-0.475	3.016
33751_at	C15orf38-AP3S2///AP3S2	C15orf38-AP3S2 readthrough///adaptor related protein complex 3 sigma 2 subunit	-0.401	2.729
33753_at	DAAM1	dishevelled associated activator of morphogenesis 1	-0.694	3.104
33760_at	PEX14	peroxisomal biogenesis factor 14	-0.401	2.373
33761_s_at	FAM91A1///LINC00869	family with sequence similarity 91 member A1///long intergenic non-protein coding RNA 869	-0.849	4.756
33763_at	LINC01138	long intergenic non-protein coding RNA 1138	0.443	2.744
33766_at	VIPR1	vasoactive intestinal peptide receptor 1	0.192	1.782
33768_at	DMWD	dystrophia myotonica, WD repeat containing	0.575	5.167
33776_at	RWDD3	RWD domain containing 3	-0.875	4.383
33777_at	TBXAS1	thromboxane A synthase 1	0.442	1.973
33779_at	VAMP1	vesicle associated membrane protein 1	0.472	2.939
33781_s_at	UBE2M	ubiquitin conjugating enzyme E2 M	-0.591	7.912
33782_r_at	UBE2M	ubiquitin conjugating enzyme E2 M	0.272	2.148
33791_at	DLEU1	deleted in lymphocytic leukemia 1	-1.335	9.372
337_at	PARG	poly(ADP-ribose) glycohydrolase	-0.372	2.48
33800_at	ADCY9	adenylate cyclase 9	-0.444	4.825
33802_at	HMOX1	heme oxygenase 1	-0.462	2.374
33803_at	THBD	thrombomodulin	0.496	2.516
33805_at	CEP350	centrosomal protein 350	-0.537	3.804
33807_at	PLEKHA6	pleckstrin homology domain containing A6	0.389	2.145
33808_at	TEAD3	TEA domain transcription factor 3	0.289	3.457
33809_at	GNAI1	G protein subunit alpha i1	-0.549	2.22
33810_at	TRRAP	transformation/transcription domain associated protein	-0.738	3.378
33811_at	DYX1C1-CCPG1///CCPG1	DYX1C1-CCPG1 readthrough (NMD candidate)///cell cycle progression 1	-0.336	2.77
33812_at	ADAM19	ADAM metallopeptidase domain 19	0.657	2.828
33813_at	TNFRSF1B	TNF receptor superfamily member 1B	1.185	4.675
33816_at	MYO9B	myosin IXB	0.608	1.728
33818_at	VCP	valosin containing protein	0.213	2.306
33819_at	LDHB	lactate dehydrogenase B	-1.159	2.677
33825_at	SERPINA3	serpin family A member 3	0.527	4.666
33826_at	CIZ1	CDKN1A interacting zinc finger protein 1	0.356	2.52
33830_at	LEPROT	leptin receptor overlapping transcript	-0.852	3.894
33833_at	SPTAN1	spectrin alpha, non-erythrocytic 1	-0.296	1.83
33834_at	CXCL12	C-X-C motif chemokine ligand 12	-0.745	2.631
33835_at	TSPYL4	TSPY like 4	-1.225	7.002
33836_at	LOC101060275///NPIPA8///NPIPA7///NPIPB9///NPIPA5///NPIPB5///NPIPB11///NPIPB6///NPIPB8///NPIPA2///NPIPA3///LOC613037///NPIPB4///PKD1P1///PDXDC2P///NPIPB3///NPIPA1	putative NPIP-like protein LOC613037///nuclear pore complex interacting protein family member A8///nuclear pore complex interacting protein family member A7///nuclear pore complex interacting protein family member B9///nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member B11///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member B8///nuclear pore complex interacting protein family member A2///nuclear pore complex interacting protein family member A3///nuclear pore complex interacting protein member///nuclear pore complex interacting protein family member B4///polycystin 1, transient receptor potential channel interacting pseudogene 1///pyridoxal dependent decarboxylase domain containing 2, pseudogene///nuclear pore complex interacting protein family member B3///nuclear pore complex interacting protein family member A1	-0.904	4.524
33837_at	SRP72	signal recognition particle 72	-0.503	2.485
33846_at			0.309	1.684
33847_s_at	CDKN1B	cyclin dependent kinase inhibitor 1B	-0.634	2.332
33848_r_at	CDKN1B	cyclin dependent kinase inhibitor 1B	-0.495	1.896
33853_s_at	NRP2	neuropilin 2	0.323	3.877
33854_at	ATP6V1D	ATPase H+ transporting V1 subunit D	-0.903	3.63
33855_at	GRB2	growth factor receptor bound protein 2	-0.846	3.503
33856_at	FAM127A	family with sequence similarity 127 member A	-1.077	7.197
33859_at	SAP18	Sin3A associated protein 18	-0.836	3.039
33865_at	ZMYND11	zinc finger MYND-type containing 11	-1.632	5.938
33867_s_at	RBMS1	RNA binding motif single stranded interacting protein 1	1.174	6.712
33868_at	POLDIP3	DNA polymerase delta interacting protein 3	0.339	2.189
33869_at	STAT5B	signal transducer and activator of transcription 5B	0.445	3.855
33870_at	KDM3B	lysine demethylase 3B	0.264	1.861
33871_s_at	FOLR2	folate receptor beta	0.374	2.119
33872_at	ADGRL2	adhesion G protein-coupled receptor L2	-0.349	2.075
33874_at	ATP6V0E1	ATPase H+ transporting V0 subunit e1	0.575	4.506
33875_at	ATP6V0E1	ATPase H+ transporting V0 subunit e1	-1.152	3.1
33876_at	WWTR1	WW domain containing transcription regulator 1	-1.653	4.811
33877_s_at	MTDH	metadherin	-0.665	4.308
33878_at	EFHD1	EF-hand domain family member D1	-1.489	5.991
33880_at	ACSL3	acyl-CoA synthetase long-chain family member 3	-0.669	3.883
33881_at	ACSL3	acyl-CoA synthetase long-chain family member 3	-0.966	6.521
33882_at	RAB11FIP5	RAB11 family interacting protein 5	-0.48	3.602
33887_at	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate	0.232	1.744
33890_at	RGS5	regulator of G-protein signaling 5	-0.938	1.884
33891_at	CLIC4	chloride intracellular channel 4	-1.214	3.429
33892_at	PKP2	plakophilin 2	-0.84	4.413
33894_at	NET1	neuroepithelial cell transforming 1	-1.926	7.451
33895_at	SH3YL1	SH3 and SYLF domain containing 1	-1.986	6.813
33896_at	EP300	E1A binding protein p300	0.532	2.279
33897_at	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha	0.341	2.111
33899_at	ALDH9A1	aldehyde dehydrogenase 9 family member A1	-1.373	5.973
33900_at	FSTL3	follistatin like 3	0.313	1.693
33901_at	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)	-0.292	2.264
33902_at	GPD1	glycerol-3-phosphate dehydrogenase 1	-0.878	6.035
33903_at	MIR637///DAPK3	microRNA 637///death associated protein kinase 3	0.32	3.407
33910_at	PTPRD	protein tyrosine phosphatase, receptor type D	-2.251	7.981
33911_at	PTPRD	protein tyrosine phosphatase, receptor type D	-0.376	1.882
33912_at	ZMPSTE24	zinc metallopeptidase STE24	-1.04	6.019
33914_r_at	FECH	ferrochelatase	-1.555	5.46
33915_at	SETD3	SET domain containing 3	-1.03	8.957
33917_at	EPB41L1	erythrocyte membrane protein band 4.1 like 1	-0.731	5.178
33921_at	SLC37A4	solute carrier family 37 member 4	-1.463	7.137
33922_at	PRDM2	PR/SET domain 2	0.191	1.695
33930_at	SCFD1	sec1 family domain containing 1	-0.95	5.021
33931_at	GPX4	glutathione peroxidase 4	-0.987	3.4
33932_at	GSPT1	G1 to S phase transition 1	-0.458	4.186
33933_at	WFDC2	WAP four-disulfide core domain 2	0.518	1.793
33934_at	SENP6	SUMO1/sentrin specific peptidase 6	-0.611	2.834
33936_at	GALC	galactosylceramidase	-0.634	2.135
33939_at	KCNA1	potassium voltage-gated channel subfamily A member 1	0.258	2.247
33944_at	APLP2	amyloid beta precursor like protein 2	-1.436	7.411
33945_at	CD40LG	CD40 ligand	0.311	1.79
33947_at	GPR3	G protein-coupled receptor 3	0.482	4.873
33948_at	CRHR2	corticotropin releasing hormone receptor 2	0.387	3.062
33950_g_at	CRHR2	corticotropin releasing hormone receptor 2	0.664	3.807
33956_at	LY96	lymphocyte antigen 96	1.506	3.398
33960_s_at	CACNA1B	calcium voltage-gated channel subunit alpha1 B	0.493	3.008
33964_at	CRYGC	crystallin gamma C	0.317	2.384
33967_at	HLA-DOA	major histocompatibility complex, class II, DO alpha	0.352	3.365
33968_at	MKRN3	makorin ring finger protein 3	0.361	1.87
33972_r_at	DAZL	deleted in azoospermia like	0.322	2.029
33977_at	GFI1	growth factor independent 1 transcriptional repressor	0.288	2.009
33979_at	RNASE3	ribonuclease A family member 3	0.567	3.531
33982_f_at	ZNF43	zinc finger protein 43	-0.773	4.283
33983_at	CD101	CD101 molecule	0.362	3.793
33986_r_at	HSP90AB1	heat shock protein 90 alpha family class B member 1	-0.393	1.73
33988_at	TMBIM6	transmembrane BAX inhibitor motif containing 6	-0.687	3.962
33989_f_at	TMBIM6	transmembrane BAX inhibitor motif containing 6	-1.367	3.513
33991_g_at	ALB	albumin	-3.032	8.588
33992_at	ALB	albumin	-1.932	3.819
33996_at	NMBR	neuromedin B receptor	0.457	4.267
339_at	CAV2	caveolin 2	-0.85	2.819
34001_at	ZNF204P	zinc finger protein 204, pseudogene	-0.696	5.35
34005_at	PIGR	polymeric immunoglobulin receptor	-0.27	2.147
34006_s_at	MAPK8	mitogen-activated protein kinase 8	0.394	2.07
34008_at	REM1	RRAD and GEM like GTPase 1	0.264	1.801
34017_s_at	ABCC1	ATP binding cassette subfamily C member 1	0.384	2.239
34024_at	CLCN5	chloride voltage-gated channel 5	-0.565	5.351
34025_at	GABRA6	gamma-aminobutyric acid type A receptor alpha6 subunit	0.348	2.269
34030_at	TULP1	tubby like protein 1	0.219	2.011
34031_i_at	KRIT1	KRIT1, ankyrin repeat containing	-2.251	6.975
34032_at			0.472	3.353
34033_s_at	LILRA2	leukocyte immunoglobulin like receptor A2	0.875	2.114
34037_at	IL9	interleukin 9	0.361	1.855
34038_at	SLC6A13	solute carrier family 6 member 13	-0.549	3.575
34040_s_at	NCR1	natural cytotoxicity triggering receptor 1	0.506	3.168
34041_at	CCL22	C-C motif chemokine ligand 22	0.391	2.828
34042_at	CHAD	chondroadherin	0.241	2.053
34045_at	CT62	cancer/testis antigen 62	0.868	1.89
34046_at	SH3BP1	SH3 domain binding protein 1	0.386	2.704
34049_at			0.344	2.099
34054_at	CD70	CD70 molecule	0.307	1.688
34055_at	ACVR1B	activin A receptor type 1B	0.335	1.842
34062_at	ETV2	ETS variant 2	0.313	2.097
34064_s_at	NCR2	natural cytotoxicity triggering receptor 2	0.341	2.143
34067_at	TMPRSS6	transmembrane protease, serine 6	0.375	2.761
34069_s_at	SS18	SS18, nBAF chromatin remodeling complex subunit	0.45	2.322
34071_at			0.26	3.274
34072_s_at			0.477	2.368
34077_at	CXCR3	C-X-C motif chemokine receptor 3	0.297	1.801
34080_at	NAALADL1	N-acetylated alpha-linked acidic dipeptidase-like 1	0.254	1.814
34082_at	SSH1	slingshot protein phosphatase 1	-0.331	3.528
34090_at	B3GALT4	beta-1,3-galactosyltransferase 4	0.36	2.947
34093_at	IGHG1///IGHD///IGHA2///IGH	immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy locus	0.549	5.183
340_at	MATN3	matrilin 3	0.425	3.404
34100_at			0.447	2.659
34104_i_at			0.31	2.204
34111_s_at	DISC1	disrupted in schizophrenia 1	0.334	1.977
34114_at	ANKRD34C	ankyrin repeat domain 34C	0.582	3.012
34122_at	CSN2	casein beta	0.313	2.651
34128_at	B3GALT5	beta-1,3-galactosyltransferase 5	0.275	2.604
34130_at	STXBP5L	syntaxin binding protein 5 like	0.499	5.647
34136_s_at	OR2H1	olfactory receptor family 2 subfamily H member 1	0.609	2.651
34139_at	SSTR4	somatostatin receptor 4	0.543	6.766
34142_at			-0.613	2.007
34145_at	TLR6	toll like receptor 6	0.42	2.949
34151_at	CCDC9	coiled-coil domain containing 9	0.487	6.319
34152_at	SAG	S-antigen visual arrestin	0.346	2.058
34156_i_at	HIST1H2BN///HIST1H2AL	histone cluster 1, H2bn///histone cluster 1, H2al	0.645	4.775
34157_f_at	HIST1H2AL	histone cluster 1, H2al	0.357	5.781
34159_at	ERVW-1	endogenous retrovirus group W member 1	0.595	2.237
34162_at	RBPMS	RNA binding protein with multiple splicing	-0.966	7.827
34163_g_at	RBPMS	RNA binding protein with multiple splicing	-1.768	9.655
34167_s_at	SLC6A7	solute carrier family 6 member 7	0.226	2.191
34174_s_at	ADGRL2	adhesion G protein-coupled receptor L2	-0.258	1.725
34179_at	ZBTB22	zinc finger and BTB domain containing 22	0.394	2.335
34181_at	AGA	aspartylglucosaminidase	-0.615	2.845
34183_at	CCDC69	coiled-coil domain containing 69	-0.835	5.253
34185_at	PCBP4	poly(rC) binding protein 4	0.465	1.693
34186_at	PCBP4	poly(rC) binding protein 4	-0.631	2.352
34188_at	ATP2B1	ATPase plasma membrane Ca2+ transporting 1	-0.462	1.988
34193_at	CHL1	cell adhesion molecule L1 like	-0.549	3.192
34194_at	CLIC5	chloride intracellular channel 5	-2.519	7.854
34198_at	PTPN13	protein tyrosine phosphatase, non-receptor type 13	-1.726	7.391
341_at	PTAFR	platelet activating factor receptor	0.619	5.605
34202_at	NECTIN3	nectin cell adhesion molecule 3	-0.716	6.958
34209_at	ITPKC	inositol-trisphosphate 3-kinase C	0.241	2.078
34210_at	CD52	CD52 molecule	1.409	4.792
34212_at	AGTPBP1	ATP/GTP binding protein 1	0.541	2.875
34219_at	INSL4	insulin like 4	0.472	3.776
34220_at	SFMBT1	Scm-like with four mbt domains 1	-0.615	4.46
34222_at	BRINP2	BMP/retinoic acid inducible neural specific 2	0.413	3.751
34223_at	CSF3R	colony stimulating factor 3 receptor	0.81	1.77
34226_at	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	-0.447	4.147
34227_i_at	PRG4	proteoglycan 4	0.439	2.074
34235_at	ADGRF5	adhesion G protein-coupled receptor F5	-1.517	7.297
34250_at	IQSEC3	IQ motif and Sec7 domain 3	0.36	3.604
34252_at	AKIRIN2	akirin 2	0.532	2.428
34254_at	RALGDS	ral guanine nucleotide dissociation stimulator	0.392	2.59
34257_at	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2	-0.655	5.479
34262_at	DIAPH2	diaphanous related formin 2	-0.291	2.317
34268_at	RGS19	regulator of G-protein signaling 19	0.347	2.226
34274_at	SCAF8	SR-related CTD associated factor 8	-0.663	3.34
34276_at	NINL	ninein like	-1.162	8.665
34278_at	EIF1AX	eukaryotic translation initiation factor 1A, X-linked	-1.534	8.607
34280_at	MIR452///MIR224///GABRE	microRNA 452///microRNA 224///gamma-aminobutyric acid type A receptor epsilon subunit	0.605	5.522
34284_at	IFT88	intraflagellar transport 88	-0.871	6.559
34286_at	BCAS2	breast carcinoma amplified sequence 2	-0.601	1.997
34289_f_at	MIR6884///MED24	microRNA 6884///mediator complex subunit 24	0.191	2.055
34292_at	TMEM187	transmembrane protein 187	0.31	1.865
34298_at	ITIH1	inter-alpha-trypsin inhibitor heavy chain 1	0.504	3.805
34299_at	PATZ1	POZ/BTB and AT hook containing zinc finger 1	0.212	1.706
34300_at	PATZ1	POZ/BTB and AT hook containing zinc finger 1	0.327	2.312
34301_r_at	KRT17///JUP	keratin 17///junction plakoglobin	0.574	4.025
34303_at	ZCCHC24	zinc finger CCHC-type containing 24	0.32	2.44
34304_s_at	SAT1	spermidine/spermine N1-acetyltransferase 1	0.927	2.969
34307_at	TM9SF2	transmembrane 9 superfamily member 2	-0.536	2.389
34308_at	HIST1H2AC	histone cluster 1, H2ac	-0.548	2.431
34311_at	GLRX	glutaredoxin	-1.228	5.274
34312_at	NCOA2	nuclear receptor coactivator 2	-1.108	4.561
34315_at	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	-0.497	4.058
34321_i_at	FAM3C	family with sequence similarity 3 member C	-1.322	5.083
34323_at	COPS2	COP9 signalosome subunit 2	-1.455	7.86
34324_at	CLN5	ceroid-lipofuscinosis, neuronal 5	-0.913	4.392
34326_at	COPB1	coatomer protein complex subunit beta 1	-0.731	3.102
34327_at	HLTF	helicase like transcription factor	-1.608	7.671
34328_s_at	HLTF	helicase like transcription factor	-0.674	4.754
34330_at	COX7A2L	cytochrome c oxidase subunit 7A2 like	-0.886	5.365
34331_at	EPHB1	EPH receptor B1	0.468	4.115
34332_at	GNPDA1	glucosamine-6-phosphate deaminase 1	-0.584	5.006
34334_at	EFNB2	ephrin B2	0.514	1.945
34338_at	TBCB	tubulin folding cofactor B	-0.497	2.174
34343_at	STAR	steroidogenic acute regulatory protein	0.685	4.747
34346_at	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1	-0.294	2.23
34349_at	SEC63	SEC63 homolog, protein translocation regulator	-0.939	6.053
34350_at	CLIP1	CAP-Gly domain containing linker protein 1	-0.44	3.655
34351_at	PLCG1	phospholipase C gamma 1	0.378	3.717
34352_at	PCBD1	pterin-4 alpha-carbinolamine dehydratase 1	-1.387	11.229
34354_at	FGFR2	fibroblast growth factor receptor 2	-0.319	2.03
34355_at	MECP2	methyl-CpG binding protein 2	-0.917	8.19
34356_at	LOC101928625///MED21	uncharacterized LOC101928625///mediator complex subunit 21	-0.669	3.481
34359_at	HDDC2	HD domain containing 2	-0.969	5.337
34360_s_at	HDDC2	HD domain containing 2	0.768	1.744
34361_at	PCSK7	proprotein convertase subtilisin/kexin type 7	0.486	3.782
34364_at	PPIE	peptidylprolyl isomerase E	0.285	3.272
34365_at	PPIE	peptidylprolyl isomerase E	0.491	2.4
34368_at	HDAC2	histone deacetylase 2	-0.734	4.143
34369_at	MFN2	mitofusin 2	-0.515	4.883
34370_at	ARCN1	archain 1	-0.423	1.754
34376_at	PKIG	protein kinase (cAMP-dependent, catalytic) inhibitor gamma	-0.689	3.889
34378_at	PLIN2	perilipin 2	-0.823	1.959
34380_at	STOML2	stomatin like 2	-0.462	3.416
34381_at	COX7C	cytochrome c oxidase subunit 7C	-0.502	1.822
34382_at	DCX	doublecortin	0.354	2.499
34383_at	USP1	ubiquitin specific peptidase 1	-0.543	3.044
34385_at	SDHC	succinate dehydrogenase complex subunit C	-1.261	6.475
34389_at	COL14A1	collagen type XIV alpha 1 chain	0.599	5.036
34390_at	LOC101927705///P4HA2	uncharacterized LOC101927705///prolyl 4-hydroxylase subunit alpha 2	-0.722	5.312
34392_s_at	RAB1A	RAB1A, member RAS oncogene family	-0.893	2.411
34393_r_at	RAB1A	RAB1A, member RAS oncogene family	-1.486	4.751
34397_at	LUC7L3	LUC7 like 3 pre-mRNA splicing factor	-0.438	2.191
34398_at	HSPH1	heat shock protein family H (Hsp110) member 1	0.364	1.85
34399_at	PTH	parathyroid hormone	0.369	2.508
343_s_at	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	-0.755	5.636
34400_at	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII	-1.227	3.569
34401_at	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	-1.428	5.522
34402_at	STRAP	serine/threonine kinase receptor associated protein	-1.385	5.33
34403_at	MFGE8	milk fat globule-EGF factor 8 protein	0.261	1.734
34411_at	PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1	-0.999	6.05
34412_s_at	SEPT5-GP1BB///SEPT5///GP1BB	SEPT5-GP1BB readthrough///septin 5///glycoprotein Ib platelet beta subunit	0.435	3.566
34415_at	ACVR1B	activin A receptor type 1B	0.373	3.044
34416_at	CBL	Cbl proto-oncogene	0.299	1.696
34417_at	DPY19L2P2	DPY19L2 pseudogene 2	-0.732	3.368
34420_at	UCP3	uncoupling protein 3	0.371	2.405
34423_at	FAM149A	family with sequence similarity 149 member A	-0.741	5.514
34426_at	MR1	major histocompatibility complex, class I-related	0.392	2.193
34429_at	MADCAM1	mucosal vascular addressin cell adhesion molecule 1	0.456	3.221
34433_at	DOK1	docking protein 1	0.331	2.99
34434_at	CCL16	C-C motif chemokine ligand 16	0.538	2.314
34436_at	SLC17A3	solute carrier family 17 member 3	-2.091	5.261
34437_at	TULP2	tubby like protein 2	0.524	4.968
34441_at			0.252	1.695
34447_at	CHRNA4	cholinergic receptor nicotinic alpha 4 subunit	0.251	1.835
34454_r_at	APOC4-APOC2///APOC4///APOC2	APOC4-APOC2 readthrough (NMD candidate)///apolipoprotein C4///apolipoprotein C2	0.476	2.198
34456_s_at	GLI2	GLI family zinc finger 2	0.307	2.381
34458_at	S100A7	S100 calcium binding protein A7	0.458	3.675
34461_at	SYCP1	synaptonemal complex protein 1	0.713	3.01
34463_at	DNASE1	deoxyribonuclease 1	-0.341	2.753
34464_at	DAO	D-amino acid oxidase	-0.845	7.795
34466_at	HTR4	5-hydroxytryptamine receptor 4	0.392	1.834
34470_at	TFEC	transcription factor EC	-0.659	4.346
34472_at	FZD6	frizzled class receptor 6	-0.837	5.175
34474_at	TMEM110	transmembrane protein 110	0.404	4.795
34475_at			0.394	5.528
34476_r_at	EREG	epiregulin	0.953	5.593
34478_at	RAB11B	RAB11B, member RAS oncogene family	-0.271	1.679
34480_at	CDH16	cadherin 16	-0.899	2.445
34481_at	VAV1	vav guanine nucleotide exchange factor 1	0.568	2.979
34482_at	HAUS3	HAUS augmin like complex subunit 3	-0.577	3.552
34485_r_at			0.488	3.644
34486_at			0.357	1.716
34487_at	ATXN3	ataxin 3	0.792	2.009
34488_i_at	FSCN2	fascin actin-bundling protein 2, retinal	0.368	3.277
34489_f_at	FSCN2	fascin actin-bundling protein 2, retinal	0.46	4.346
34492_at	SFT2D2	SFT2 domain containing 2	0.381	3.626
34495_r_at	SYNGR4	synaptogyrin 4	0.984	4.54
34498_at	VNN2	vanin 2	1.402	2.193
344_s_at	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase	0.531	4.695
34504_at	SPP2	secreted phosphoprotein 2	0.61	2.214
